IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.208.83,8880,8880,false,SIN,Asia Pacific,Singapore,6,3.58
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,22,3.58
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.58
47.245.34.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,269,3.57
8.218.156.91,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,3.57
47.245.108.213,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.57
47.91.3.87,80,80,false,NRT,Asia Pacific,Tokyo,83,3.57
47.236.7.13,2052,2052,false,SIN,Asia Pacific,Singapore,24,3.57
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,3.57
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,22,3.57
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,43,3.57
47.236.15.73,8880,8880,false,SIN,Asia Pacific,Singapore,26,3.56
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,54,3.56
47.245.107.174,2096,2096,true,SIN,Asia Pacific,Singapore,70,3.55
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,56,3.55
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,10,3.55
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,3.54
47.245.56.50,2087,2087,true,LAX,North America,Los Angeles,242,3.54
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,3.54
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,25,3.53
8.222.208.83,80,80,false,SIN,Asia Pacific,Singapore,5,3.53
8.222.210.182,2082,2082,false,SIN,Asia Pacific,Singapore,23,3.53
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,3.53
8.218.8.142,443,443,true,HKG,Asia Pacific,Hong Kong,82,3.52
47.91.149.178,8443,0,false,HKG,Asia Pacific,Hong Kong,50,3.52
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,3.52
47.74.11.45,80,80,false,HKG,Asia Pacific,Hong Kong,152,3.51
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.51
47.245.37.12,80,80,false,LAX,North America,Los Angeles,173,3.50
47.236.147.146,2082,2082,false,SIN,Asia Pacific,Singapore,30,3.50
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,3.49
47.74.12.139,2083,2083,true,LAX,North America,Los Angeles,306,3.49
47.74.54.33,2087,2087,true,LAX,North America,Los Angeles,243,3.49
47.236.65.232,2083,2083,true,SIN,Asia Pacific,Singapore,133,3.49
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,115,3.49
47.236.7.206,2052,2052,false,SIN,Asia Pacific,Singapore,8,3.49
8.219.75.44,2053,2053,true,SIN,Asia Pacific,Singapore,170,3.49
47.245.58.175,2082,2082,false,LAX,North America,Los Angeles,180,3.48
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,14,3.48
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,3.48
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,6,3.48
47.245.34.36,8080,8080,false,LAX,North America,Los Angeles,176,3.48
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,84,3.48
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,3.47
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,3.47
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,130,3.47
47.74.12.139,8443,8443,true,LAX,North America,Los Angeles,296,3.47
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,37,3.47
8.222.221.109,2095,2095,false,SIN,Asia Pacific,Singapore,6,3.46
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,20,3.46
47.91.10.228,2087,2087,true,LAX,North America,Los Angeles,218,3.46
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.46
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.45
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,20,3.45
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,74,3.45
47.236.150.109,80,80,false,SIN,Asia Pacific,Singapore,481,3.44
47.245.34.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,163,3.44
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,3.44
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,150,3.44
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,61,3.44
8.209.222.31,2087,2087,true,NRT,Asia Pacific,Tokyo,117,3.43
47.245.37.37,2087,2087,true,NRT,Asia Pacific,Tokyo,253,3.43
47.245.39.28,2096,2096,true,NRT,Asia Pacific,Tokyo,198,3.43
47.236.76.199,2082,2082,false,SIN,Asia Pacific,Singapore,15,3.43
47.245.53.101,8443,8443,true,NRT,Asia Pacific,Tokyo,155,3.43
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,12,3.43
47.236.23.135,2083,2083,true,SIN,Asia Pacific,Singapore,82,3.42
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,111,3.42
47.245.54.197,2096,2096,true,LAX,North America,Los Angeles,274,3.42
47.74.27.151,2052,2052,false,LAX,North America,Los Angeles,173,3.42
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,80,3.42
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,3.42
47.245.15.236,2053,2053,true,LAX,North America,Los Angeles,307,3.42
47.91.10.228,80,80,false,LAX,North America,Los Angeles,201,3.41
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,107,3.41
47.245.118.70,2096,2096,true,SIN,Asia Pacific,Singapore,55,3.41
47.236.15.73,8080,8080,false,SIN,Asia Pacific,Singapore,45,3.41
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,3.41
47.236.96.141,2052,2052,false,SIN,Asia Pacific,Singapore,14,3.40
47.74.10.135,80,80,false,LAX,North America,Los Angeles,172,3.40
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,3.40
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,3.40
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.39
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,3.39
47.74.8.238,2052,2052,false,LAX,North America,Los Angeles,172,3.39
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,3.39
8.219.75.44,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.39
47.236.7.13,2087,2087,true,SIN,Asia Pacific,Singapore,50,3.38
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,3.38
47.245.52.153,2053,2053,true,NRT,Asia Pacific,Tokyo,160,3.38
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.37
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,37,3.37
47.245.118.197,80,80,false,SIN,Asia Pacific,Singapore,30,3.37
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,3.37
47.74.58.24,2095,2095,false,NRT,Asia Pacific,Tokyo,74,3.36
8.209.240.229,8880,8880,false,NRT,Asia Pacific,Tokyo,76,3.36
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,83,3.36
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,3.36
47.236.23.135,80,80,false,SIN,Asia Pacific,Singapore,15,3.36
8.210.151.69,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,3.35
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,3.35
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.35
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,75,3.35
47.245.37.98,2087,2087,true,LAX,North America,Los Angeles,266,3.35
8.222.153.11,2095,2095,false,LAX,North America,Los Angeles,183,3.34
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,83,3.34
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,3.34
8.219.106.15,2083,2083,true,SIN,Asia Pacific,Singapore,99,3.34
8.222.244.192,2096,2096,true,SIN,Asia Pacific,Singapore,74,3.34
47.236.176.144,2082,2082,false,SIN,Asia Pacific,Singapore,47,3.34
47.243.121.38,80,443,true,LHR,Europe,London,75,3.33
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,16,3.33
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,99,3.33
8.219.157.97,2082,2082,false,SIN,Asia Pacific,Singapore,24,3.33
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,3.32
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,3.32
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,103,3.32
47.245.54.58,2096,2096,true,NRT,Asia Pacific,Tokyo,161,3.31
47.74.15.120,2082,2082,false,LAX,North America,Los Angeles,179,3.31
8.222.128.131,2053,2053,true,SIN,Asia Pacific,Singapore,105,3.31
47.245.113.117,8443,8443,true,SIN,Asia Pacific,Singapore,112,3.31
47.74.8.238,8880,8880,false,LAX,North America,Los Angeles,194,3.31
47.236.7.206,2083,2083,true,SIN,Asia Pacific,Singapore,51,3.31
47.74.10.135,2086,2086,false,LAX,North America,Los Angeles,179,3.30
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,13,3.30
47.245.113.12,2082,2082,false,SIN,Asia Pacific,Singapore,7,3.30
47.91.18.207,2053,2053,true,NRT,Asia Pacific,Tokyo,122,3.29
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,3.29
47.245.37.94,2086,2086,false,NRT,Asia Pacific,Tokyo,80,3.28
47.236.116.182,2082,2082,false,SIN,Asia Pacific,Singapore,5,3.28
47.245.54.58,2087,2087,true,NRT,Asia Pacific,Tokyo,170,3.27
47.245.62.84,2052,2052,false,LAX,North America,Los Angeles,186,3.27
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,49,3.27
8.222.249.98,2082,2082,false,SIN,Asia Pacific,Singapore,5,3.27
47.236.23.135,2096,2096,true,SIN,Asia Pacific,Singapore,81,3.27
47.74.52.104,80,80,false,LAX,North America,Los Angeles,182,3.26
47.245.107.174,2086,2086,false,SIN,Asia Pacific,Singapore,10,3.26
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,3.26
8.222.227.191,2096,2096,true,SIN,Asia Pacific,Singapore,80,3.26
47.245.37.98,2053,2053,true,LAX,North America,Los Angeles,333,3.26
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,11,3.26
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,70,3.25
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,3.25
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,3.25
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,3.25
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,11,3.25
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,48,3.24
8.209.242.25,8443,8443,true,NRT,Asia Pacific,Tokyo,83,3.24
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,90,3.23
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,3.23
47.91.15.247,8880,8880,false,LAX,North America,Los Angeles,193,3.23
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,91,3.23
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,95,3.22
47.236.7.206,80,80,false,SIN,Asia Pacific,Singapore,22,3.22
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,41,3.22
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,101,3.22
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,109,3.21
8.218.149.193,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,3.21
47.236.184.14,2082,2082,false,SIN,Asia Pacific,Singapore,27,3.21
47.245.113.117,2096,2096,true,SIN,Asia Pacific,Singapore,74,3.20
47.245.33.158,80,80,false,NRT,Asia Pacific,Tokyo,78,3.20
8.222.221.86,8080,8080,false,SIN,Asia Pacific,Singapore,16,3.20
8.222.253.235,80,80,false,SIN,Asia Pacific,Singapore,10,3.19
47.74.11.100,2082,2082,false,NRT,Asia Pacific,Tokyo,72,3.19
47.236.12.73,2096,2096,true,SIN,Asia Pacific,Singapore,87,3.19
8.218.188.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,3.19
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,52,3.19
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,80,3.18
47.76.146.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,3.18
47.245.42.162,2096,2096,true,LAX,North America,Los Angeles,355,3.18
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,3.18
47.91.21.107,2053,2053,true,LAX,North America,Los Angeles,268,3.17
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,7,3.17
8.222.248.188,2083,2083,true,SIN,Asia Pacific,Singapore,44,3.17
8.218.149.193,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,3.17
47.245.57.109,2082,2082,false,LAX,North America,Los Angeles,185,3.16
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,123,3.15
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,3.15
47.74.27.94,2053,2053,true,LAX,North America,Los Angeles,290,3.15
47.243.70.197,443,443,true,HKG,Asia Pacific,Hong Kong,47,3.14
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.13
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.13
47.91.22.115,8880,8880,false,NRT,Asia Pacific,Tokyo,77,3.13
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,3.13
47.236.163.221,80,80,false,SIN,Asia Pacific,Singapore,13,3.13
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,3.12
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,21,3.12
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,46,3.12
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,3.11
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,64,3.11
8.209.214.157,2095,2095,false,NRT,Asia Pacific,Tokyo,82,3.11
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,59,3.11
47.245.56.207,8080,8080,false,NRT,Asia Pacific,Tokyo,85,3.10
47.245.55.94,8443,8443,true,LAX,North America,Los Angeles,288,3.10
47.236.125.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,203,3.09
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,3.09
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,128,3.09
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,3.09
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,3.09
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,108,3.09
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.09
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,6,3.08
47.236.23.135,8443,8443,true,SIN,Asia Pacific,Singapore,38,3.07
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,3.07
8.219.210.226,2087,2087,true,SIN,Asia Pacific,Singapore,81,3.07
47.245.113.12,2052,2052,false,SIN,Asia Pacific,Singapore,8,3.06
8.219.63.193,2053,2053,true,SIN,Asia Pacific,Singapore,2,3.05
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,149,3.05
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.05
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,3.04
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.04
47.74.11.48,2052,2052,false,HKG,Asia Pacific,Hong Kong,165,3.04
47.74.0.183,2087,2087,true,NRT,Asia Pacific,Tokyo,91,3.04
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,3.04
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,3.03
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,3.03
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,3.03
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,3.03
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,36,3.02
8.219.208.69,2052,2052,false,SIN,Asia Pacific,Singapore,13,3.02
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.02
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.01
47.74.11.251,2096,2096,true,SIN,Asia Pacific,Singapore,260,3.01
47.91.10.228,2096,2096,true,LAX,North America,Los Angeles,249,3.01
8.219.77.91,80,80,false,SIN,Asia Pacific,Singapore,13,3.01
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,48,3.01
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,3.01
47.236.87.206,80,80,false,SIN,Asia Pacific,Singapore,27,3.01
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,3.00
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,72,3.00
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,112,3.00
8.222.219.252,2095,2095,false,SIN,Asia Pacific,Singapore,8,3.00
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,3.00
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,3.00
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,65,2.99
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,103,2.99
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,2.99
47.245.113.117,2087,2087,true,SIN,Asia Pacific,Singapore,57,2.99
8.218.105.223,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,2.98
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,2.98
47.245.54.140,8443,8443,true,NRT,Asia Pacific,Tokyo,153,2.98
8.209.212.5,2082,2082,false,LAX,North America,Los Angeles,191,2.98
47.74.43.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,318,2.98
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,113,2.98
47.245.59.244,2087,2087,true,LAX,North America,Los Angeles,227,2.97
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,2.97
47.245.54.197,8443,8443,true,SIN,Asia Pacific,Singapore,366,2.97
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,32,2.97
8.219.183.31,2096,2096,true,SIN,Asia Pacific,Singapore,146,2.96
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,2.96
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,2.96
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,16,2.96
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,2.95
47.245.118.197,2082,2082,false,SIN,Asia Pacific,Singapore,9,2.95
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,2.95
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,2.95
47.74.34.38,8880,8880,false,NRT,Asia Pacific,Tokyo,82,2.95
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,108,2.95
47.236.112.218,443,443,true,SIN,Asia Pacific,Singapore,77,2.95
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,2.95
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,2.94
47.236.87.206,2096,2096,true,SIN,Asia Pacific,Singapore,150,2.93
47.236.7.13,8080,8080,false,SIN,Asia Pacific,Singapore,26,2.93
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,41,2.93
8.210.117.18,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,2.93
47.236.19.51,8443,8443,true,SIN,Asia Pacific,Singapore,89,2.92
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,2.92
8.218.18.235,443,443,true,HKG,Asia Pacific,Hong Kong,97,2.92
8.219.97.179,8080,8080,false,SIN,Asia Pacific,Singapore,18,2.92
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,2.91
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,145,2.91
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,98,2.91
8.219.97.179,8880,8880,false,SIN,Asia Pacific,Singapore,12,2.90
8.219.100.155,2082,2082,false,SIN,Asia Pacific,Singapore,18,2.90
8.222.240.47,8880,8880,false,SIN,Asia Pacific,Singapore,4,2.90
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,2.89
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,67,2.89
47.236.76.199,2096,2096,true,SIN,Asia Pacific,Singapore,106,2.88
8.210.151.69,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,2.87
8.219.251.81,2052,2052,false,SIN,Asia Pacific,Singapore,5,2.86
47.245.59.244,2095,2095,false,LAX,North America,Los Angeles,170,2.85
8.222.154.227,8880,8880,false,SIN,Asia Pacific,Singapore,3,2.85
8.222.244.123,2052,2052,false,SIN,Asia Pacific,Singapore,20,2.84
8.219.56.205,8443,8443,true,SIN,Asia Pacific,Singapore,76,2.84
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,111,2.83
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,2.83
47.245.62.84,2083,2083,true,LAX,North America,Los Angeles,234,2.83
47.236.19.51,2083,2083,true,SIN,Asia Pacific,Singapore,13,2.83
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,40,2.82
47.74.42.111,2082,2082,false,NRT,Asia Pacific,Tokyo,73,2.82
47.91.23.146,2086,2086,false,LAX,North America,Los Angeles,181,2.82
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,92,2.82
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,23,2.81
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,63,2.80
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,2.80
8.219.215.12,80,80,false,SIN,Asia Pacific,Singapore,63,2.80
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,2.80
47.236.96.141,2096,2096,true,SIN,Asia Pacific,Singapore,121,2.80
47.245.54.58,2053,2053,true,NRT,Asia Pacific,Tokyo,141,2.80
47.243.161.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,2.79
47.76.80.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,2.78
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,2.78
8.219.172.128,2086,2086,false,SIN,Asia Pacific,Singapore,10,2.78
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,2.78
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,2.77
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,2.76
47.76.37.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,2.76
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,117,2.75
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,2.75
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,122,2.75
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,2.75
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,2.75
47.245.118.197,2096,2096,true,SIN,Asia Pacific,Singapore,114,2.74
47.245.10.164,2083,2083,true,SIN,Asia Pacific,Singapore,199,2.74
47.236.96.141,8080,8080,false,SIN,Asia Pacific,Singapore,10,2.74
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,158,2.73
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,2.73
8.209.243.137,2096,2096,true,LAX,North America,Los Angeles,182,2.73
47.245.40.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,181,2.73
8.210.151.69,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,2.72
47.74.27.151,2095,2095,false,LAX,North America,Los Angeles,194,2.72
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,174,2.72
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,2.71
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,92,2.71
8.210.151.69,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,2.71
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,2.71
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,2.70
47.245.34.140,80,80,false,LAX,North America,Los Angeles,182,2.70
47.236.23.135,8080,8080,false,SIN,Asia Pacific,Singapore,38,2.70
47.245.59.243,2083,2083,true,NRT,Asia Pacific,Tokyo,178,2.70
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,2.69
8.222.153.11,8080,8080,false,LAX,North America,Los Angeles,181,2.69
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,76,2.68
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,2.68
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,2.68
8.209.222.31,2096,2096,true,NRT,Asia Pacific,Tokyo,159,2.67
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,2.66
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,2.66
8.209.214.157,8880,0,false,NRT,Asia Pacific,Tokyo,77,2.66
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,60,2.66
8.219.173.233,8443,8443,true,SIN,Asia Pacific,Singapore,65,2.66
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,44,2.66
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,2.66
8.210.117.18,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,2.65
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,2.65
47.245.37.12,8880,8880,false,LAX,North America,Los Angeles,194,2.65
47.74.7.51,2096,2096,true,NRT,Asia Pacific,Tokyo,111,2.65
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,39,2.65
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,112,2.64
47.74.58.24,80,80,false,NRT,Asia Pacific,Tokyo,72,2.64
8.209.222.31,80,80,false,NRT,Asia Pacific,Tokyo,75,2.64
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,33,2.64
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,2.64
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,76,2.63
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,2.63
